submission_id;solution_id;exercise_id;runtime_id;worker_group_id;spawn_ts;correctness;compilation_ok;duration
74e6035776e0508d59e6d326079f109da4f31af7;416ffd3912f260d809bcaaa26b5defa0f5716ff6;c686172c5c39c2bedcf069ac9f5aed62da3d314a;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1511553999;1;1;0.426
da767beec552307de58b2acd75f4381b168ce03a;dcfa7b3c2f50700e7002ca8a5e31f94a4fa8429c;cd860304cf973810d9bf775319f2c7f3e1344c97;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1511554238;1;1;0.824
c74f6f5115123e1109f802a8a1dac7db62f5e527;3b5e6fb7dbcba0a9ac03355d6f44ba7326ad626d;cd860304cf973810d9bf775319f2c7f3e1344c97;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1511554278;1;1;2.35
1e741deab731f9956fdf816bac4aee258a419891;546465c840bf933fc594dfedfdb4966e0bdeaac1;2c3517b222db18c22dcf1493b2dc426e4d462c66;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1511554603;1;1;0.351
ef0c3594bceefc1945d0c409b19f6492d28e8828;6b4cdb6a19d9a292193819a6628910586d28b182;3a6739423af8ab3c1201fe7bbadd8c66e069db46;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1511822095;1;1;23.271
7cdc976eba964a06215613aa2fb55532882be2f4;380d35fa20cf9a2e9ed05774f5ebf94fda589bcd;3a6739423af8ab3c1201fe7bbadd8c66e069db46;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1511822102;1;1;23.39
89be45b258ec35957c3dfc9ce8efbfe762e7f0e7;79c67caf0137b8cf00d5047ae316ad5bd018716b;a829422b03d75f3473b109548d27986373bde71d;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1511822340;1;1;8.765
8b483cde2b57598f58efe364b1085a19ea613d98;780b56996f94c30cfb3803fe23c0c1dddb70bfe8;3a00a0f241363caab514333b8835230d682b819a;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1511822598;1;1;12.55
3f287a9e230bf0e407d7329ebc8f24de67585199;6779cc1524154ce84572188ca469f28412e499ee;3a00a0f241363caab514333b8835230d682b819a;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1511822646;1;1;12.943
3143d40ab95f2ba1f6430fc0dc72d25ee5c7088e;db444ba0b96aeaeee3fb6e71984f3d8bf351fdc0;f66ab9857ba0ce686d231454fb2122afddd3fa2c;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1512131020;1;1;3.481
c86d06fc10ac938c825675f1c5995efdd05b6684;fd925df118847dc333b882261cdb210acadf546f;790b990b3e5858e16b1f0bd3db657ffcea8b565a;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1512392163;1;1;3.915
45d656e2c37dc804b450413683f184abda82d6b1;86f2ce0243f28b131a770e2c8a829cbf46dcc9fa;00a9ceee077717a4e58f1fc7008f84d9d0574976;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1512418727;1;1;9.572
694aed874845a034c3b89b949b9df7a2e16ecc11;40826bf4bbebfce1823ab80144cc5be858c90214;f7c77260e7821ce88689f957c9366bd2116f1029;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1512478728;1;1;0.085
514736c5b4ab4045ae079add1d599e7cb1fb3c32;6066e40f7152b9cb90d1403c628b7e95c030ddf0;f66ab9857ba0ce686d231454fb2122afddd3fa2c;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1512487904;1;1;3.616
0f70fab7cac193d88cb24bd42310d102312eb7a1;db444ba0b96aeaeee3fb6e71984f3d8bf351fdc0;f66ab9857ba0ce686d231454fb2122afddd3fa2c;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1512487919;1;1;3.519
b65cab3e681f6ec3e421c4cdc7ffb2e55031e83a;d4f683bca18bccb07bbee4c48a0d6c9b2e895a38;a4c3489ef0f1be4d2fa70e494b3f47a8074f3061;776976c82b9e02149ac989cd6ea34cbaa5089ea3;default;1512638343;1;1;1.981
81998b7f24bfe87d33dc3316a946a951f62d42b6;da259eabaabc3daae6d0d25c81e970d7d8333675;01538299241d2a17283a4bef7f1d83d6ac22b610;776976c82b9e02149ac989cd6ea34cbaa5089ea3;default;1512638492;1;1;3.75
2ed15108b456bbf1c81fa342dd881bc18b46f2cd;1a886eb5b16d10702bdacfece68c8d560d3d4740;df2ed7f31df1e023c9f9e35cb2d541f12ff8d1a6;776976c82b9e02149ac989cd6ea34cbaa5089ea3;default;1512638750;1;1;1.721
0c256ee58f9702986adbe2f5590763d4296b5462;4ee8b3637ba3a173450bb22005db4f5da5323ea3;57a2a225a0fcbcda65395b567c8df787bfd6ab8b;776976c82b9e02149ac989cd6ea34cbaa5089ea3;default;1512638858;1;1;3.934
aa0440b8adecc221494eaecec552c9969476fa8a;7619e7554310944a432b77be142062531e96f0ca;083d6b5ee970bb98ec58bc55703d5a7318f51bf8;776976c82b9e02149ac989cd6ea34cbaa5089ea3;default;1512640154;1;1;3.828
555193abc5262c547b94df9ba572a5305cdbb928;e785cbc751bc897b37a8147e82b44018e4bba316;71bc07962cdfd23b449bf0a1792492e64ceaeeb2;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513039727;1;1;15.483
c0a931e1e19104e3a2f0d2f5ead18d77eac516a7;354d12166b6b5a2d6122b1575dfbfac700809199;71bc07962cdfd23b449bf0a1792492e64ceaeeb2;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513039760;1;1;14.758
3824fdec16a30685f41bd9164b8b72f1e11e054b;63ac225d08621aa006e1b3670b8ffd51b6e1a75a;eeceee47621d4b1f4bbd1e6349b4d0d48276f074;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513066666;1;1;0.725
a751990ecd32a95d7f02de2cd606e9fddc433016;c0db906a2e952f9c5053c79808e9de42ca5f5e97;72a2cc7e750316fe21e661433be95fb1a4237987;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513066863;1;1;0.986
a49d7c847550d5259314e699789ec6e63b274759;e7745382ee1025af76414c0ceb693054d8fd2606;72a2cc7e750316fe21e661433be95fb1a4237987;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513066882;1;1;0.395
73577356d60884d2c0e9672a9cbe9c34d46ee0f8;c0db906a2e952f9c5053c79808e9de42ca5f5e97;72a2cc7e750316fe21e661433be95fb1a4237987;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513067160;1;1;0.992
b070ed8e113b6a0a62d96172303cb4e99488a8d6;e7745382ee1025af76414c0ceb693054d8fd2606;72a2cc7e750316fe21e661433be95fb1a4237987;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513067291;1;1;0.366
322fbf496a3d07e6a55218c4bd67dea2e60f3128;12e446014054a92ef7b246257e53448af72cfe01;0de22de52e7c6e365989c0fd3712d1d923aab2a1;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513069989;1;1;0.394
30bb3e586f34a90fb3072e6650028c7fe9ee3ddd;40826bf4bbebfce1823ab80144cc5be858c90214;f7c77260e7821ce88689f957c9366bd2116f1029;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513082888;1;1;0.079
332f312d1fd7084721919655a1e78dbdf42b8a81;40826bf4bbebfce1823ab80144cc5be858c90214;f7c77260e7821ce88689f957c9366bd2116f1029;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513117641;1;1;0.075
e78be53898808912e767a988f2b1381da579812b;9562cbe6358d0281f8222ffa3a451a788c145fc9;0de22de52e7c6e365989c0fd3712d1d923aab2a1;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513287909;1;1;0.39
1bb5e51515a1a1240b65abed4c77811db7be6263;9562cbe6358d0281f8222ffa3a451a788c145fc9;0de22de52e7c6e365989c0fd3712d1d923aab2a1;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513287927;1;1;0.411
17778387d51d86c86ef38d542e87b6f5009b8e98;59da3eeb707f6f1a998861342a52d39e547712ce;149feaba1e43363e92490fe56f35ee03ae37abce;9fe5a0b6a597cde520763e5d941a2917d407b750;default;1513474460;1;1;0.698
4dbd8f940992345fc037cf86783fd6b7a0a36cb5;59da3eeb707f6f1a998861342a52d39e547712ce;149feaba1e43363e92490fe56f35ee03ae37abce;9fe5a0b6a597cde520763e5d941a2917d407b750;default;1513503006;1;1;0.61
a0749363542c91f31fdec7b541a924303d7c225e;59da3eeb707f6f1a998861342a52d39e547712ce;149feaba1e43363e92490fe56f35ee03ae37abce;9fe5a0b6a597cde520763e5d941a2917d407b750;default;1513505960;1;1;0.612
13c3b90fa37404c5e2f0483c52ffb4dbf0b8b6e4;92002db34fc6c24d9811af0bda73ded618936aed;00a9ceee077717a4e58f1fc7008f84d9d0574976;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513509733;1;1;9.42
fb0502d9c3aaa42927ca6e2b75c1f1961157299e;c64b0d47a7aa7696358a00e271dcea4a7417afbe;00a9ceee077717a4e58f1fc7008f84d9d0574976;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513509774;1;1;9.834
fe01b8de86e80cd2b5e69cf23aa80c535efb47cc;512ca164d9804ca7830b006bf9ffa2fec61df9c6;b0e3b7c0f7a350e386ad14d50a1a9414c359589b;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513510007;1;1;0.801
bff9be0ea8a9bc383700e0e08ea2291a603d67c8;21d618a234b4a188b983449d36063dd86323760f;9f0c67c8774461ae5b2fd1a3d0bbd0c323c96a75;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513518559;1;1;0.327
4f65358525ef3cc32965b30e7f1d9b82bfaf534a;f347a98137e05473dcfa4ff425e5580978b182c0;9f0c67c8774461ae5b2fd1a3d0bbd0c323c96a75;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513519036;1;1;0.318
1ce04458fa7f5d29ff395a4b78b03afbc95e0748;f347a98137e05473dcfa4ff425e5580978b182c0;9f0c67c8774461ae5b2fd1a3d0bbd0c323c96a75;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513519046;1;1;0.335
8a440d85909c99306ba4927258cbb912bc90d4b4;9562cbe6358d0281f8222ffa3a451a788c145fc9;0de22de52e7c6e365989c0fd3712d1d923aab2a1;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513553710;1;1;0.377
3c01fb86a82d9dca4f2e823cd91c14257e173cd2;6c83d909e017385003ede62a8d4eb2775092a632;5a6d4edfcf127a2fc331e5c5f4f7802ad4083432;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513554960;1;1;0.392
4e69c7d9eaeb146f5e544f480d27c82463e646cd;92c18759740fffcb4f2e2052ee8b3905470abc47;cb83fed1bb39671920fd1108665989fda77b4b41;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513555152;1;1;0.819
51fcd7e36c000da1d7cc0968e8757f00f1031a05;ba9f9bfe1793e01e7e33b7874ce2d4274b8bf0fa;e783c697bf96584b36cbab697cd72a4d25083f0b;776976c82b9e02149ac989cd6ea34cbaa5089ea3;default;1513555279;1;1;3.875
7e67b05dc61f14d210652434dc8a33faa60c9fc3;fd51e22f54774e3b7ce6530a5867acf588c4a7f3;66e0088b368fb3ea9a24e579b000e70bc52c70d0;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513555281;1;1;4.081
76b39f0db9458ba6dea28fb4fa847c0dc1db8610;aee183dd23bddf71e382aaf747588a6aa456086a;66e0088b368fb3ea9a24e579b000e70bc52c70d0;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513555281;1;1;3.819
836458c184c8be4e7904daabd0221667763cb9f8;1ca7aab01a9d6aa3bfbce6ba34296b4c855a197d;66e0088b368fb3ea9a24e579b000e70bc52c70d0;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513555281;1;1;3.404
2885a3b620336b143f903999bfb7a4c12ad0c244;9e59d1018c186a97760b5f0c5c12986c0487b21c;66e0088b368fb3ea9a24e579b000e70bc52c70d0;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513555281;1;1;3.788
c92f4ad1d833bc349d4d3ed84b949a67c2a82d70;9da38b24260291f800200bd64fd0300ab8c43fe2;0b8e07f0617b0c8ec8cb076dbd4d0b130363f157;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513555282;1;1;0.46
0c4b192b5527702171b62a5ac0ed4eddf6bd608a;ecc74f503019986e0c32da4baefee106a9c2bb9c;0b8e07f0617b0c8ec8cb076dbd4d0b130363f157;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513555282;1;1;1.363
e0853205ef04195e5933266682bb48422f5f735e;2a8462338c37fddf4bdf09f4a6d2c9b27de33ff7;0b8e07f0617b0c8ec8cb076dbd4d0b130363f157;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;1513555282;1;1;1.157
d12bbd7b92a19063596531edc2ec3b392aec352c;f2cdf97bc2858578d2491e1e7c1a6492b0ec0b7a;0b8e07f0617b0c8ec8cb076dbd4d0b130363f157;47b3c1c93a801968b1dc4822e1a96d25595d8ad5;default;1513555283;1;1;0.453
3a0409f4395366741fdf116a7c46b0875c87fa4a;f53f454ff77618a4fec7a1a8d23d518f5697fb8c;15b9f5f29c4dd00722cf8d9d6d4db63a9f2af56c;9fe5a0b6a597cde520763e5d941a2917d407b750;default;1513555283;1;1;0.572
