submission_id;solution_id;group_id;tlgroup_id;exercise_id;runtime_id;worker_group_id;user_id;spawn_ts;end_ts;limits;cpu_time;correctness;compilation_ok;duration
69e1084fb94b6a02b03d8ee7997fbbe48ab3ca15;5f7b93d6040fdfe1c0fe8e0bdd5a221d361bfd92;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;a43f727387670840ae1180c0280551c8beeb4a79;1507136720;1507136840;4;0;0.90909090909091;1;2.474
c2a66bb3b8bb3c6d34489f719c66c57369171080;3759f6e9b24dd26a8bc27d6d44594f0958b265cd;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507145395;1507145398;4;0;0;0;0.05
07b9c8406f602a26ef5a0726ccd6ccaec76dff91;02852baac37c09f157c86886a0f9f2675c766cf5;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;9103048989ec780b415dd8853bf929b52bc1a063;1507145930;1507145973;4;0;0.72727272727273;1;2.503
d6923e4fe106753f966861dfd2d962ce1fb92ec4;39be1ba042eed377df559d120011c4808de5caf7;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507146001;1507146005;4;0;0;0;0.049
57b75ce2d0ae35008be24b7fd6559cedc8d66015;23da14bb4c56e383afc4bf5f9747aa5d393404bf;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507146576;1507146621;4;0;0;1;2.32
5a08be561ba0a318f3b9f794347cd7ca891a3a54;366b3320be56d376df437339ae2042ba22771ceb;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507146867;1507146871;4;0;0;0;0.049
d75e43f4eb40a058d80c9b5f60b0b7f92cf329c2;361945767ad495b4a1012c712646cdea68c00386;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507147029;1507147031;4;0;0;0;0.047
bc3060416b6e96ee881d8e490c64da8a2807dcaf;594ea260cc5ddec304c05c48234371eb349c96ec;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507147246;1507147249;4;0;0;0;0.049
457586b065a0a0344a683b520973f2686687a389;ad00d6fa5b0d36b53b277b7fc9c3761765e19217;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;a43f727387670840ae1180c0280551c8beeb4a79;1507147442;1507147497;32;0;0.90909090909091;1;4.142
2c1d14a4df7d61a290541083b3ecc3c88ccbea23;434d221126ff02e4884fa765020b1a71d1f1022a;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507147570;1507147573;4;0;0;0;0.047
09ae57e16884aa076889fd55c99b7307d5a2a486;32bedab530a4a8f1f581e569c7d05d2f52f8a3eb;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;9103048989ec780b415dd8853bf929b52bc1a063;1507147655;1507147795;4;0;0.72727272727273;1;2.382
8241588d07caf33d02e9c37ae2b870f9445719ae;487e1bed3109bfff00ec2e57b27cae7bcb4fbb61;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507147704;1507147706;4;0;0;0;0.048
df802d5b41174ed7edc944d0f8be2b870bd0c457;2e49d684536535ac7612f6316deb5b9d87b83027;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507147916;1507147919;4;0;0;0;0.048
796140b9841e0a2b8b4b51955c18264ef1ef3c19;aee44787aeb9655b22b922c89ff67a730d507478;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507148251;1507148292;4;0;0.54545454545455;1;2.37
959611f64358ca29aa544ebaba71be1b21947a60;1c28779f9a2c85277579e55cb3a091f713cf8b77;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;9103048989ec780b415dd8853bf929b52bc1a063;1507148693;1507148741;4;0;0.72727272727273;1;2.388
a769543c81277fb0aaf2b58d342c3a852d1461af;76266fa719a39b1a693f36e0a6580b305e5e6515;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;9103048989ec780b415dd8853bf929b52bc1a063;1507148985;1507149046;4;0;0.72727272727273;1;2.421
79a243cc0b7a567291ea10dd44fa964e63c565c4;53b2b9d1cd4ee9e06e0640458f367a4e4fadc4d9;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507149000;1507149067;4;0;0.72727272727273;1;2.433
addd9007d219d56a7686e3e9a61d09e8d122d8b9;35de0277088ee39d6f7643c62f1c5df88cf9761d;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507149298;1507149343;4;0;0.90909090909091;1;2.443
d96e16f875de9cfa9baea8542c89e5d34ee208ae;2ab281623caa7d65d6c8a7b03fd01da0e7c0f8d4;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;9103048989ec780b415dd8853bf929b52bc1a063;1507149742;1507149785;4;0;0.90909090909091;1;2.394
385980de5bb7b6cda3a8452202f29c9760b23529;d22cb76cdbb25f4aa5195b56e42151e8d1c2afe6;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;a43f727387670840ae1180c0280551c8beeb4a79;1507149837;1507150046;32;0;0.54545454545455;1;20.465
7cfbc4c68200e3dd8698acb0b27774f3de1da157;9cc6deb6f27b8c275c44b98419c1fafe96a1cfda;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;4a28af290b91522e5463ae93536b8005363c6855;1507150043;1507150089;4;0;0.18181818181818;1;2.325
dd25a0ba30d08dbf00349d9547dd82b4d04bfc6a;62ae63c4fe89075fcc844fc3d6f8c3bbd513bd11;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;a43f727387670840ae1180c0280551c8beeb4a79;1507150110;1507150173;32;0;0.18181818181818;1;20.389
fe1daeaf565b7f50da5c9f17a821d4192df2faf3;15230c9e2d3f5fb9412645c9e3f22f99d53cd9f9;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;a43f727387670840ae1180c0280551c8beeb4a79;1507150187;1507150294;32;0;0.18181818181818;1;20.477
8a537f47654007d5793666cc467e9e8f66fb2f10;59bce7bb7b2847ef3bfd9d603a7d10aa419eaec8;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507150242;1507150290;32;0;0;0;0.051
fcb926a6b051f5058317957a39edd550c1b7bcba;702393c7185c21d5f2abec2c85fac38bdaa7c00a;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;a43f727387670840ae1180c0280551c8beeb4a79;1507150314;1507150400;32;0;0.18181818181818;1;20.296
15a46198f8e73706d94d85bc0eb1a53804c8407f;a69527356197deb6508696712d6f3cb21a2af384;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507150427;1507150430;32;0;0;0;0.048
c6d132a9561476e153f2f17100f36f0b4eed1f6d;6ca532ed6e280d3bd42449c3b150ebda4d92c0bf;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;a43f727387670840ae1180c0280551c8beeb4a79;1507150522;1507150611;32;0;1;1;20.375
c4714a466fa57ba30146a37cd69780a9d7b9d5a5;2d8754163e43f146ceb3e2670ee2c33350bd31d0;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;a43f727387670840ae1180c0280551c8beeb4a79;1507150683;1507150771;32;0;0.18181818181818;1;13.398
aa59df8b74758b95486ea13409eeb4235fc0bb42;74d7290f88986f506d039be1a9386a0d90cef6d2;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;a43f727387670840ae1180c0280551c8beeb4a79;1507150796;1507150868;32;0;1;1;20.257
b7ea26291151ded596d4f1e48e385a443a822d22;b1130785c3f43be0ea36c5f6aba336131bb379b3;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;a43f727387670840ae1180c0280551c8beeb4a79;1507150876;1507150922;4;0;1;1;3.812
a346b417e489317cadaded08c58b0b39f742ed39;56abf7537b67f8bfc2028791a407db7edd200388;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507151180;1507151226;32;0;0.90909090909091;1;2.583
dc17e99c017d7a23addba5d4d0d1baf30552e5a1;d77d3df95e1cbfea1bac0ef554daaac51d58c10b;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;4a28af290b91522e5463ae93536b8005363c6855;1507151268;1507151530;4;0;0.18181818181818;1;2.38
2fb49782d169cc3106fb9e709252a7ef16e4d023;8401ed08748aadf2ca3179bc712d108dea055fdf;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bc298e054dbf28eb2ebeeffe4228211735001882;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;9103048989ec780b415dd8853bf929b52bc1a063;1507151348;1507151534;32;0;0.90909090909091;1;5.003
01e83aec519418bade815c9d9a65c8544d4be925;44bf42feb64e84861ce8e3015c026915aa49b0bc;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;884e861c8e4a839b50a9dfdd0e1905c1c0d98482;1507151425;1507151789;4;0;0.81818181818182;1;2.707
ef91dc2e919d100b31d858aa1cc150615a92293a;16dd363f371e0c5af7064c978347ee6128d1d7fe;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;884e861c8e4a839b50a9dfdd0e1905c1c0d98482;1507152960;1507153018;4;0;0.81818181818182;1;2.692
b4788891c5ddad2b55ee8e7b20a3f8bdadc1fb51;032a96e078df8b17331a6965b2455815c1370a33;afb1b259dfd7d0b7b36f97a55ba747f6a126858b;dcd4edce054ee50b20d0936e1cb0d407a429e92b;bb3cd5e0ca53dc1b4071b12f4b0c3604b0884ffd;56cd1e097ebf4135e3622b4b1b53b4f5442a51e8;default;dce2a7dd3454def1050f559d15568675ab67d1fb;1507153680;1507153726;4;0;1;1;2.49
